Name;Market ID;Market Name;ISIN;Symbol;CCY;CSD;Type;ADT (EUR);Large In Scale (Local Currency);Live Date;End Date;TrackInsight A-list
KKO INTERNATIONAL SA;ALXP;EURONEXT GROWTH FR;FR0013374667;ALKKOp;EUR;SA;EQ;3.889;15.000;30. Sep 19;;N
KERLINK SACA;ALXP;EURONEXT GROWTH FR;FR0013156007;ALKLKp;EUR;SA;EQ;171.035;60.000;30. Sep 19;;N
GROUPE LDLC;ALXP;EURONEXT GROWTH FR;FR0000075442;ALLDLp;EUR;SA;EQ;135.052;60.000;30. Sep 19;;N
LEXIBOOK LINGUISTIC ELECTRON;ALXP;EURONEXT GROWTH FR;FR0000033599;ALLEXp;EUR;SA;EQ;43.126;15.000;30. Sep 19;;N
WALLIX GROUP;ALXP;EURONEXT GROWTH FR;FR0010131409;ALLIXp;EUR;SA;EQ;287.698;60.000;30. Sep 19;;N
LOGIC INSTRUMENT;ALXP;EURONEXT GROWTH FR;FR0000044943;ALLOGp;EUR;SA;EQ;41.168;15.000;30. Sep 19;;N
MAKHEIA GROUP;ALXP;EURONEXT GROWTH FR;FR0000072993;ALMAKp;EUR;SA;EQ;10.592;15.000;30. Sep 19;;N
MASTRAD;ALXP;EURONEXT GROWTH FR;FR0004155687;ALMASp;EUR;SA;EQ;12.348;15.000;30. Sep 19;;N
MGI DIGITAL GRAPHIC TECHNOLO;ALXP;EURONEXT GROWTH FR;FR0010353888;ALMDGp;EUR;SA;EQ;256.328;60.000;30. Sep 19;;N
MEDIAN TECHNOLOGIES;ALXP;EURONEXT GROWTH FR;FR0011049824;ALMDTp;EUR;SA;EQ;9.763;15.000;30. Sep 19;;N
MECELEC COMPOSITES SA;ALXP;EURONEXT GROWTH FR;FR0000061244;ALMECp;EUR;SA;EQ;5.800;15.000;30. Sep 19;;N
MEDICREA INTERNATIONAL;ALXP;EURONEXT GROWTH FR;FR0004178572;ALMEDp;EUR;SA;EQ;84.154;30.000;30. Sep 19;;N
METHANOR SCA;ALXP;EURONEXT GROWTH FR;FR0011217710;ALMETp;EUR;SA;EQ;2.133;15.000;30. Sep 19;;N
MICROWAVE VISION;ALXP;EURONEXT GROWTH FR;FR0004058949;ALMICp;EUR;SA;EQ;113.419;60.000;30. Sep 19;;N
M2I;ALXP;EURONEXT GROWTH FR;FR0013270626;ALMIIp;EUR;SA;EQ;8.064;15.000;30. Sep 19;;N
1000MERCIS;ALXP;EURONEXT GROWTH FR;FR0010285965;ALMILp;EUR;SA;EQ;72.366;30.000;30. Sep 19;;N
MILIBOO SA;ALXP;EURONEXT GROWTH FR;FR0013053535;ALMLBp;EUR;SA;EQ;7.897;15.000;30. Sep 19;;N
MND;ALXP;EURONEXT GROWTH FR;FR0011584549;ALMNDp;EUR;SA;EQ;288.920;60.000;30. Sep 19;;N
MADVERTISE;ALXP;EURONEXT GROWTH FR;FR0010812230;ALMNGp;EUR;SA;EQ;19.942;15.000;30. Sep 19;;N
MOULINVEST SA;ALXP;EURONEXT GROWTH FR;FR0011033083;ALMOUp;EUR;SA;EQ;27.339;15.000;30. Sep 19;;N
NEOVACS;ALXP;EURONEXT GROWTH FR;FR0004032746;ALNEVp;EUR;SA;EQ;255.749;60.000;30. Sep 19;;N
ENENSYS TECHNOLOGIES SA;ALXP;EURONEXT GROWTH FR;FR0013330792;ALNN6p;EUR;SA;EQ;22.822;15.000;30. Sep 19;;N
NOVACYT;ALXP;EURONEXT GROWTH FR;FR0010397232;ALNOVp;EUR;SA;EQ;146.800;60.000;30. Sep 19;;N
NOXXON PHARMA NV;ALXP;EURONEXT GROWTH FR;NL0012044762;ALNOXp;EUR;SA;EQ;203.096;60.000;30. Sep 19;;N
NSE;ALXP;EURONEXT GROWTH FR;FR0004065639;ALNSEp;EUR;SA;EQ;443;15.000;30. Sep 19;;N
NEXTEDIA;ALXP;EURONEXT GROWTH FR;FR0004171346;ALNXTp;EUR;SA;EQ;34.759;15.000;30. Sep 19;;N
OCEASOFT;ALXP;EURONEXT GROWTH FR;FR0012407096;ALOCAp;EUR;SA;EQ;10.560;15.000;30. Sep 19;;N
O2I;ALXP;EURONEXT GROWTH FR;FR0010231860;ALODIp;EUR;SA;EQ;16.001;15.000;30. Sep 19;;N
ONCODESIGN;ALXP;EURONEXT GROWTH FR;FR0011766229;ALONCp;EUR;SA;EQ;48.741;15.000;30. Sep 19;;N
ORDISSIMO SA;ALXP;EURONEXT GROWTH FR;FR0013318052;ALORDp;EUR;SA;EQ;18.147;15.000;30. Sep 19;;N
OSMOZIS SAS;ALXP;EURONEXT GROWTH FR;FR0013231180;ALOSMp;EUR;SA;EQ;7.223;15.000;30. Sep 19;;N
OXATIS SACA;ALXP;EURONEXT GROWTH FR;FR0013328184;ALOXAp;EUR;SA;EQ;16.486;15.000;30. Sep 19;;N
GROUPE PAROT SACA;ALXP;EURONEXT GROWTH FR;FR0013204070;ALPARp;EUR;SA;EQ;26.034;15.000;30. Sep 19;;N
PLANT ADVANCED TECHNOLOGIES;ALXP;EURONEXT GROWTH FR;FR0010785790;ALPATp;EUR;SA;EQ;5.349;15.000;30. Sep 19;;N
CERINNOV GROUP SA;ALXP;EURONEXT GROWTH FR;FR0013178712;ALPCVp;EUR;SA;EQ;19.017;15.000;30. Sep 19;;N
PISCINES DESJOYAUX SA;ALXP;EURONEXT GROWTH FR;FR0000061608;ALPDXp;EUR;SA;EQ;20.471;15.000;30. Sep 19;;N
PHARNEXT SA;ALXP;EURONEXT GROWTH FR;FR0011191287;ALPHAp;EUR;SA;EQ;111.775;60.000;30. Sep 19;;N
ALES GROUPE (EX-PHYTOLIERAC);ALXP;EURONEXT GROWTH FR;FR0000054652;ALPHYp;EUR;SA;EQ;19.400;15.000;30. Sep 19;;N
POULAILLON SA;ALXP;EURONEXT GROWTH FR;FR0013015583;ALPOUp;EUR;SA;EQ;13.916;15.000;30. Sep 19;;N
PREDILIFE SA;ALXP;EURONEXT GROWTH FR;FR0010169920;ALPREp;EUR;SA;EQ;2.637;15.000;08. Jul 19;;N
PRISMAFLEX INTERNATIONAL;ALXP;EURONEXT GROWTH FR;FR0004044600;ALPRIp;EUR;SA;EQ;29.047;15.000;30. Sep 19;;N
PRODWARE;ALXP;EURONEXT GROWTH FR;FR0010313486;ALPROp;EUR;SA;EQ;173.380;60.000;30. Sep 19;;N
QUANTUM GENOMICS SAS-REGR;ALXP;EURONEXT GROWTH FR;FR0011648971;ALQGCp;EUR;SA;EQ;848.993;100.000;30. Sep 19;;N
QWAMPLIFY SA;ALXP;EURONEXT GROWTH FR;FR0010889386;ALQWAp;EUR;SA;EQ;42.409;15.000;30. Sep 19;;N
REALITES;ALXP;EURONEXT GROWTH FR;FR0011858190;ALREAp;EUR;SA;EQ;200.342;60.000;30. Sep 19;;N
REWORLD;ALXP;EURONEXT GROWTH FR;FR0010820274;ALREWp;EUR;SA;EQ;46.647;15.000;30. Sep 19;;N
ROUGIER SA;ALXP;EURONEXT GROWTH FR;FR0000037640;ALRGRp;EUR;SA;EQ;2.601;15.000;30. Sep 19;;N
ROCTOOL;ALXP;EURONEXT GROWTH FR;FR0010523167;ALROCp;EUR;SA;EQ;8.319;15.000;30. Sep 19;;N
SOLUTIONS 30 SE;ALXP;EURONEXT GROWTH FR;FR0013379484;ALS30p;EUR;SA;EQ;4.745.221;200.000;30. Sep 19;;N
SAFE ORTHOPAEDICS SA;ALXP;EURONEXT GROWTH FR;FR0012452746;ALSAFp;EUR;SA;EQ;21.921;15.000;23. Aug 19;;N
SENSORION SA;ALXP;EURONEXT GROWTH FR;FR0012596468;ALSENp;EUR;SA;EQ;153.478;60.000;30. Sep 19;;N
SPINEGUARD SA;ALXP;EURONEXT GROWTH FR;FR0011464452;ALSGDp;EUR;SA;EQ;30.335;15.000;30. Sep 19;;N
SPINEWAY;ALXP;EURONEXT GROWTH FR;FR0011398874;ALSPWp;EUR;SA;EQ;92.960;30.000;30. Sep 19;;N
LE TANNEUR & CIE;ALXP;EURONEXT GROWTH FR;FR0000075673;ALTANp;EUR;SA;EQ;470;15.000;30. Sep 19;;N
BLOKCHAIN GROUP /THE;ALXP;EURONEXT GROWTH FR;FR0011053636;ALTBGp;EUR;SA;EQ;93.579;30.000;30. Sep 19;;N
THERADIAG;ALXP;EURONEXT GROWTH FR;FR0004197747;ALTERp;EUR;SA;EQ;36.683;15.000;30. Sep 19;;N
ENVEA;ALXP;EURONEXT GROWTH FR;FR0010278762;ALTEVp;EUR;SA;EQ;76.559;30.000;30. Sep 19;;N
THERACLION;ALXP;EURONEXT GROWTH FR;FR0010120402;ALTHEp;EUR;SA;EQ;36.763;15.000;30. Sep 19;;N
THERANEXUS SADIR;ALXP;EURONEXT GROWTH FR;FR0013286259;ALTHXp;EUR;SA;EQ;12.720;15.000;30. Sep 19;;N
BIO-UV GROUP SAS;ALXP;EURONEXT GROWTH FR;FR0013345493;ALTUVp;EUR;SA;EQ;15.363;15.000;30. Sep 19;;N
EVOLIS;ALXP;EURONEXT GROWTH FR;FR0004166197;ALTVOp;EUR;SA;EQ;63.882;30.000;30. Sep 19;;N
U10;ALXP;EURONEXT GROWTH FR;FR0000079147;ALU10p;EUR;SA;EQ;37.353;15.000;30. Sep 19;;N
LUCIBEL SA;ALXP;EURONEXT GROWTH FR;FR0011884378;ALUCIp;EUR;SA;EQ;23.008;15.000;30. Sep 19;;N
UCAR;ALXP;EURONEXT GROWTH FR;FR0011070457;ALUCRp;EUR;SA;EQ;6.536;15.000;30. Sep 19;;N
UMANIS - REG;ALXP;EURONEXT GROWTH FR;FR0013263878;ALUMSp;EUR;SA;EQ;119.003;60.000;30. Sep 19;;N
UPERGY;ALXP;EURONEXT GROWTH FR;FR0010337865;ALUPGp;EUR;SA;EQ;8.155;15.000;30. Sep 19;;N
UV GERMI SA;ALXP;EURONEXT GROWTH FR;FR0011898584;ALUVIp;EUR;SA;EQ;7.329;15.000;30. Sep 19;;N
VALBIOTIS SAS;ALXP;EURONEXT GROWTH FR;FR0013254851;ALVALp;EUR;SA;EQ;20.882;15.000;30. Sep 19;;N
VOYAGEURS DU MONDE;ALXP;EURONEXT GROWTH FR;FR0004045847;ALVDMp;EUR;SA;EQ;207.271;60.000;30. Sep 19;;N
VERGNET;ALXP;EURONEXT GROWTH FR;FR0004155240;ALVERp;EUR;SA;EQ;36.581;15.000;30. Sep 19;;N
VOGO SACA;ALXP;EURONEXT GROWTH FR;FR0011532225;ALVGOp;EUR;SA;EQ;41.080;15.000;30. Sep 19;;N
VISIATIV SA;ALXP;EURONEXT GROWTH FR;FR0004029478;ALVIVp;EUR;SA;EQ;329.504;60.000;30. Sep 19;;N
VISIOMED GROUP;ALXP;EURONEXT GROWTH FR;FR0011067669;ALVMGp;EUR;SA;EQ;359.068;60.000;30. Sep 19;;N
VENTE-UNIQUE.COM SA;ALXP;EURONEXT GROWTH FR;FR0010766667;ALVUp;EUR;SA;EQ;56.369;30.000;30. Sep 19;;N
WEBORAMA;ALXP;EURONEXT GROWTH FR;FR0010337444;ALWEBp;EUR;SA;EQ;22.167;15.000;30. Sep 19;;N
WE CONNECT;ALXP;EURONEXT GROWTH FR;FR0013079092;ALWECp;EUR;SA;EQ;27.948;15.000;30. Sep 19;;N
WITBE.NET;ALXP;EURONEXT GROWTH FR;FR0013143872;ALWITp;EUR;SA;EQ;20.405;15.000;30. Sep 19;;N
BOOST EURO STOXX BANKS 3X DY;MTAA;Borsa Italiana;IE00BLS09N40;3BALm;EUR;IT;CU;95.870;90.000;03. Jul 19;;N
BOOST FTSE MIB 3X LEV DAILY;MTAA;Borsa Italiana;IE00B8NB3063;3ITLm;EUR;IT;CO;4.061.584;90.000;03. Jul 19;;N
BOOST FTSE MIB 3X SHRT DAILY;MTAA;Borsa Italiana;IE00B873CW36;3ITSm;EUR;IT;CO;3.813.353;90.000;03. Jul 19;;N
BOOST NAT GAS 3X LEVERAGE;MTAA;Borsa Italiana;IE00B8VC8061;3NGLm;EUR;IT;CO;3.716.746;90.000;03. Jul 19;;N
BOOST WTI OIL 3X LEVERAGE;MTAA;Borsa Italiana;IE00B7ZQC614;3OILm;EUR;IT;CO;18.189.527;90.000;03. Jul 19;;N
BOOST WTI OIL 3X SHORT DAILY;MTAA;Borsa Italiana;IE00B7SX5Y86;3OISm;EUR;IT;CO;7.578.885;90.000;03. Jul 19;;N
A2A SPA;MTAA;Borsa Italiana;IT0001233417;A2Am;EUR;IT;EQ;28.387.004;400.000;30. Sep 19;;N
AMUNDI ETF MSCI EM ASIA UCIT;MTAA;Borsa Italiana;LU1681044480;AASIm;EUR;IT;TF;23.450.191;1.000.000;30. Sep 19;;N
ACEA SPA;MTAA;Borsa Italiana;IT0001207098;ACEm;EUR;IT;EQ;2.618.067;200.000;30. Sep 19;;N
ACOTEL GROUP SPA;MTAA;Borsa Italiana;IT0001469953;ACOm;EUR;IT;EQ;120.824;60.000;30. Sep 19;;N
ACSM - AGAM SPA;MTAA;Borsa Italiana;IT0001382024;ACSm;EUR;IT;EQ;316.143;60.000;30. Sep 19;;N
AEROPORTO GUGLIELMO MARCONI;MTAA;Borsa Italiana;IT0001006128;ADBm;EUR;IT;EQ;136.441;60.000;30. Sep 19;;N
AMUNDI ETF MSCI EMERGING MAR;MTAA;Borsa Italiana;LU1681045370;AEEMm;EUR;IT;TF;46.399.372;1.000.000;30. Sep 19;;N
AEFFE SPA;MTAA;Borsa Italiana;IT0001384590;AEFm;EUR;IT;EQ;944.397;100.000;30. Sep 19;;N
AUTOGRILL SPA;MTAA;Borsa Italiana;IT0001137345;AGLm;EUR;IT;EQ;9.384.741;300.000;30. Sep 19;;N
AMUNDI ETF MSCI EM LATIN AME;MTAA;Borsa Italiana;LU1681045024;ALATm;EUR;IT;TF;4.764.766;1.000.000;30. Sep 19;;N
AMPLIFON SPA;MTAA;Borsa Italiana;IT0004056880;AMPm;EUR;IT;EQ;13.100.367;300.000;30. Sep 19;;N
ANIMA HOLDING SPA;MTAA;Borsa Italiana;IT0004998065;ANIMm;EUR;IT;EQ;11.725.898;300.000;30. Sep 19;;N
ALERION CLEANPOWER;MTAA;Borsa Italiana;IT0004720733;ARNm;EUR;IT;EQ;23.979;15.000;30. Sep 19;;N
ASCOPIAVE SPA;MTAA;Borsa Italiana;IT0004093263;ASCm;EUR;IT;EQ;607.284;100.000;30. Sep 19;;N
AS ROMA SPA;MTAA;Borsa Italiana;IT0001008876;ASRm;EUR;IT;EQ;615.066;100.000;30. Sep 19;;N
ASTALDI SPA;MTAA;Borsa Italiana;IT0003261069;ASTm;EUR;IT;EQ;2.446.979;200.000;30. Sep 19;;N
AMBIENTHESIS SPA;MTAA;Borsa Italiana;IT0001042297;ATHm;EUR;IT;EQ;13.395;15.000;30. Sep 19;;N
ATLANTIA SPA;MTAA;Borsa Italiana;IT0003506190;ATLm;EUR;IT;EQ;112.323.235;650.000;30. Sep 19;;N
ASTM SPA;MTAA;Borsa Italiana;IT0000084027;ATm;EUR;IT;EQ;4.395.460;200.000;30. Sep 19;;N
AUTOSTRADE MERIDIONALI SPA;MTAA;Borsa Italiana;IT0000084043;AUTMEm;EUR;IT;EQ;121.839;60.000;30. Sep 19;;N
AZIMUT HOLDING SPA;MTAA;Borsa Italiana;IT0003261697;AZMm;EUR;IT;EQ;34.195.978;400.000;30. Sep 19;;N
BANCO BPM SPA;MTAA;Borsa Italiana;IT0005218380;BAMIm;EUR;IT;EQ;98.624.512;500.000;30. Sep 19;;N
BASICNET SPA;MTAA;Borsa Italiana;IT0001033700;BANm;EUR;IT;EQ;247.387;60.000;30. Sep 19;;N
BRUNELLO CUCINELLI SPA;MTAA;Borsa Italiana;IT0004764699;BCm;EUR;IT;EQ;6.736.518;300.000;30. Sep 19;;N
BIANCAMANO SPA;MTAA;Borsa Italiana;IT0004095888;BCMm;EUR;IT;EQ;55.609;30.000;30. Sep 19;;N
BANCO DESIO E DELLA BRIANZA;MTAA;Borsa Italiana;IT0001041000;BDBm;EUR;IT;EQ;70.820;30.000;30. Sep 19;;N
BANCO DESIO E DELLA BRI-RSP;MTAA;Borsa Italiana;IT0001281374;BDBRm;EUR;IT;EQ;15.753;15.000;30. Sep 19;;N
B&C SPEAKERS SPA;MTAA;Borsa Italiana;IT0001268561;BECm;EUR;IT;EQ;139.561;60.000;30. Sep 19;;N
BEGHELLI SPA;MTAA;Borsa Italiana;IT0001223277;BEm;EUR;IT;EQ;32.166;15.000;30. Sep 19;;N
LYX ETF MIB DAILY SHORT;MTAA;Borsa Italiana;FR0010446146;BERMIm;EUR;IT;TF;8.950.977;1.000.000;30. Sep 19;;N
BE;MTAA;Borsa Italiana;IT0001479523;BETm;EUR;IT;EQ;185.049;60.000;30. Sep 19;;N
BANCA FINNAT EURAMERICA SPA;MTAA;Borsa Italiana;IT0000088853;BFEm;EUR;IT;EQ;92.765;30.000;30. Sep 19;;N
BANCA FARMAFACTORING SPA;MTAA;Borsa Italiana;IT0005244402;BFFm;EUR;IT;EQ;3.203.761;200.000;30. Sep 19;;N
BANCA GENERALI SPA;MTAA;Borsa Italiana;IT0001031084;BGNm;EUR;IT;EQ;16.221.769;300.000;30. Sep 19;;N
BIALETTI INDUSTRIE SPA;MTAA;Borsa Italiana;IT0004222102;BIAm;EUR;IT;EQ;79.044;30.000;30. Sep 19;;N
BIOERA;MTAA;Borsa Italiana;IT0005387995;BIEm;EUR;IT;EQ;35.151;15.000;18. Okt 19;;N
BANCA INTERMOBILIARE SPA;MTAA;Borsa Italiana;IT0000074077;BIMm;EUR;IT;EQ;81.113;30.000;30. Sep 19;;N
BASTOGI SPA;MTAA;Borsa Italiana;IT0004412497;Bm;EUR;IT;EQ;10.139;15.000;30. Sep 19;;N
BANCA MEDIOLANUM SPA;MTAA;Borsa Italiana;IT0004776628;BMEDm;EUR;IT;EQ;15.656.779;300.000;30. Sep 19;;N
BANCA MONTE DEI PASCHI SIENA;MTAA;Borsa Italiana;IT0005218752;BMPSm;EUR;IT;EQ;7.735.923;300.000;30. Sep 19;;N
BNP PARIBAS;MTAA;Borsa Italiana;FR0000131104;BNPm;EUR;IT;EQ;772.658.233;650.000;30. Sep 19;;N
BORGOSESIA SPA;MTAA;Borsa Italiana;IT0003217335;BOm;EUR;IT;EQ;2.261;15.000;30. Sep 19;;N
BORGOSESIA SPA-RSP;MTAA;Borsa Italiana;IT0003217368;BORm;EUR;IT;EQ;1.547;15.000;30. Sep 19;;N
LYX ETF BOT MTS EXBA DR;MTAA;Borsa Italiana;LU1287024076;BOT6Mm;EUR;IT;TF;108.151;1.000.000;30. Sep 19;;Y
BPER BANCA;MTAA;Borsa Italiana;IT0000066123;BPEm;EUR;IT;EQ;35.940.277;400.000;30. Sep 19;;N
BANCA POPOLARE DI SONDRIO;MTAA;Borsa Italiana;IT0000784196;BPSOm;EUR;IT;EQ;3.495.849;200.000;30. Sep 19;;N
BREMBO SPA;MTAA;Borsa Italiana;IT0005252728;BREm;EUR;IT;EQ;17.147.300;300.000;30. Sep 19;;N
BRIOSCHI SVILUPPO IMMOBILIAR;MTAA;Borsa Italiana;IT0000066180;BRIm;EUR;IT;EQ;35.995;15.000;30. Sep 19;;N
BANCO DI SARDEGNA-RSP;MTAA;Borsa Italiana;IT0001005070;BSRPm;EUR;IT;EQ;23.630;15.000;30. Sep 19;;N
BIESSE SPA;MTAA;Borsa Italiana;IT0003097257;BSSm;EUR;IT;EQ;3.855.300;200.000;30. Sep 19;;N
BANCA SISTEMA SPA;MTAA;Borsa Italiana;IT0003173629;BSTm;EUR;IT;EQ;374.299;60.000;30. Sep 19;;N
BUZZI UNICEM SPA;MTAA;Borsa Italiana;IT0001347308;BZUm;EUR;IT;EQ;29.798.479;400.000;30. Sep 19;;N
BUZZI UNICEM SPA-RSP;MTAA;Borsa Italiana;IT0001369427;BZURm;EUR;IT;EQ;1.297.486;200.000;30. Sep 19;;N
AMUNDI ETF GOVT BOND EUROMTS;MTAA;Borsa Italiana;FR0010754143;C10m;EUR;IT;TF;2.177.644;1.000.000;30. Sep 19;;Y
AMUNDI ETF GOVT BOND EUROMTS;MTAA;Borsa Italiana;FR0010754168;C33m;EUR;IT;TF;2.201.799;1.000.000;30. Sep 19;;Y
AMUNDI ETF GOVT BOND EUROMTS;MTAA;Borsa Italiana;FR0010754176;C53m;EUR;IT;TF;2.674.926;1.000.000;30. Sep 19;;Y
AMUNDI ETF GOVT BOND EUROMTS;MTAA;Borsa Italiana;FR0010754184;C73m;EUR;IT;TF;5.221.484;1.000.000;30. Sep 19;;Y
CAIRO COMMUNICATIONS SPA;MTAA;Borsa Italiana;IT0004329733;CAIm;EUR;IT;EQ;1.025.503;200.000;30. Sep 19;;N
CALTAGIRONE SPA;MTAA;Borsa Italiana;IT0003127930;CALTm;EUR;IT;EQ;43.312;15.000;30. Sep 19;;N
CARRARO SPA;MTAA;Borsa Italiana;IT0001046553;CARRm;EUR;IT;EQ;537.258;100.000;30. Sep 19;;N
CATTOLICA ASSICURAZIONI SCRL;MTAA;Borsa Italiana;IT0000784154;CASSm;EUR;IT;EQ;8.087.640;300.000;30. Sep 19;;N
AMUNDI ETF GOVT BOND EUROMTS;MTAA;Borsa Italiana;LU1681046261;CB3m;EUR;IT;TF;2.715.395;1.000.000;30. Sep 19;;N
COSE BELLE D;MTAA;Borsa Italiana;IT0004991490;CBIm;EUR;IT;EQ;17.671;15.000;30. Sep 19;;N
CALTAGIRONE EDITORE;MTAA;Borsa Italiana;IT0001472171;CEDm;EUR;IT;EQ;30.222;15.000;30. Sep 19;;N
CREDITO EMILIANO SPA;MTAA;Borsa Italiana;IT0003121677;CEm;EUR;IT;EQ;1.464.028;200.000;30. Sep 19;;N
CEMENTIR HOLDING NV;MTAA;Borsa Italiana;NL0013995087;CEMm;EUR;IT;EQ;1.969.136;200.000;10. Okt 19;;N
CERVED GROUP SPA;MTAA;Borsa Italiana;IT0005010423;CERVm;EUR;IT;EQ;8.898.741;300.000;30. Sep 19;;N
CENTRO HL DISTRIBUZIONE SPA;MTAA;Borsa Italiana;IT0001446613;CHLm;EUR;IT;EQ;257.336;60.000;30. Sep 19;;N
COMPAGNIA IMMOBILIARE AZIONA;MTAA;Borsa Italiana;IT0003389522;CIAm;EUR;IT;EQ;12.437;15.000;30. Sep 19;;N
CIR SPA;MTAA;Borsa Italiana;IT0000080447;CIRm;EUR;IT;EQ;545.265;100.000;30. Sep 19;;N
CLASS EDITORI SPA;MTAA;Borsa Italiana;IT0005117848;CLEm;EUR;IT;EQ;45.890;15.000;30. Sep 19;;N
CALEFFI SPA;MTAA;Borsa Italiana;IT0003025019;CLFm;EUR;IT;EQ;24.922;15.000;30. Sep 19;;N
CENTRALE DEL LATTE D'ITALIA;MTAA;Borsa Italiana;IT0003023980;CLIm;EUR;IT;EQ;39.276;15.000;30. Sep 19;;N
CEMBRE SPA;MTAA;Borsa Italiana;IT0001128047;CMBm;EUR;IT;EQ;220.423;60.000;30. Sep 19;;N
CONAFI SPA;MTAA;Borsa Italiana;IT0004105653;CNFm;EUR;IT;EQ;61.644;30.000;30. Sep 19;;N
CNH INDUSTRIAL NV;MTAA;Borsa Italiana;NL0010545661;CNHIm;EUR;IT;EQ;75.392.889;500.000;30. Sep 19;;N
COFIDE SPA;MTAA;Borsa Italiana;IT0000070786;COFm;EUR;IT;EQ;104.684;60.000;30. Sep 19;;N
DAVIDE CAMPARI-MILANO SPA;MTAA;Borsa Italiana;IT0005252207;CPRm;EUR;IT;EQ;32.714.191;400.000;30. Sep 19;;N
COIMA RES SPA;MTAA;Borsa Italiana;IT0005136681;CRESm;EUR;IT;EQ;243.880;60.000;30. Sep 19;;N
BANCA CARIGE SPA;MTAA;Borsa Italiana;IT0005108763;CRGm;EUR;IT;EQ;4.101.864;200.000;30. Sep 19;;N
BANCA CARIGE SPA-RSP;MTAA;Borsa Italiana;IT0005108771;CRGRm;EUR;IT;EQ;6.395;15.000;30. Sep 19;;N
ETFS WTI CRUDE OIL;MTAA;Borsa Italiana;GB00B15KXV33;CRUDm;EUR;IT;CO;12.162.493;90.000;03. Jul 19;;N
CSP INTERNATIONAL FASHION GR;MTAA;Borsa Italiana;IT0001127874;CSPm;EUR;IT;EQ;19.371;15.000;30. Sep 19;;N
ISHARES CORE S&P 500 UCITS E;MTAA;Borsa Italiana;IE00B5BMR087;CSSPXm;EUR;IT;TF;190.078.251;1.000.000;30. Sep 19;;N
AMUNDI ETF MSCI UK UCITS ETF;MTAA;Borsa Italiana;FR0010655761;CU1m;EUR;IT;TF;1.839.465;1.000.000;30. Sep 19;;N
CREDITO VALTELLINESE SCARL;MTAA;Borsa Italiana;IT0005319444;CVALm;EUR;IT;EQ;7.565.738;300.000;30. Sep 19;;N
DATALOGIC SPA;MTAA;Borsa Italiana;IT0004053440;DALm;EUR;IT;EQ;3.675.746;200.000;30. Sep 19;;N
DANIELI & CO;MTAA;Borsa Italiana;IT0000076502;DANm;EUR;IT;EQ;997.555;100.000;30. Sep 19;;N
DANIELI & CO-RSP;MTAA;Borsa Italiana;IT0000076486;DANRm;EUR;IT;EQ;898.624;100.000;30. Sep 19;;N
LYX ETF DAILY SHORTDAX X2;MTAA;Borsa Italiana;FR0010869495;DAX2Sm;EUR;IT;TF;4.735.979;1.000.000;30. Sep 19;;N
LYXOR DAILY LEVDAX UCITS ETF;MTAA;Borsa Italiana;LU0252634307;DAXLEm;EUR;IT;TF;11.721.504;1.000.000;30. Sep 19;;N
DEA CAPITAL SPA;MTAA;Borsa Italiana;IT0001431805;DEAm;EUR;IT;EQ;417.552;60.000;30. Sep 19;;N
DIGITAL VALUE SPA;MTAA;Borsa Italiana;IT0005347429;DGVm;EUR;IT;EQ;28.653;15.000;30. Sep 19;;N
DIASORIN SPA;MTAA;Borsa Italiana;IT0003492391;DIAm;EUR;IT;EQ;15.642.129;300.000;30. Sep 19;;N
DIGITAL BROS SPA;MTAA;Borsa Italiana;IT0001469995;DIBm;EUR;IT;EQ;534.836;100.000;30. Sep 19;;N
D'AMICO INTERNATIONAL SHIPPI;MTAA;Borsa Italiana;LU0290697514;DISm;EUR;IT;EQ;264.421;60.000;30. Sep 19;;N
LYXOR ETF EURO STOXX 50 LEV;MTAA;Borsa Italiana;FR0010468983;DJLEVm;EUR;IT;TF;9.314.594;1.000.000;03. Jul 19;;N
DE'LONGHI SPA;MTAA;Borsa Italiana;IT0003115950;DLGm;EUR;IT;EQ;6.527.979;300.000;10. Okt 19;;N
DOVALUE SPA;MTAA;Borsa Italiana;IT0001044996;DOVm;EUR;IT;EQ;1.532.680;200.000;30. Sep 19;;N
UBS ETF MAR.IB.EUR LIQ. COR.;MTAA;Borsa Italiana;LU0721553864;ECOEUm;EUR;IT;TF;108.968;1.000.000;30. Sep 19;;Y
EDISON SPA-RSP;MTAA;Borsa Italiana;IT0003372205;EDNRm;EUR;IT;EQ;145.448;60.000;30. Sep 19;;N
EEMS ITALIA SPA;MTAA;Borsa Italiana;IT0001498234;EEMSm;EUR;IT;EQ;20.751;15.000;30. Sep 19;;N
ELICA SPA;MTAA;Borsa Italiana;IT0003404214;ELCm;EUR;IT;EQ;130.314;60.000;30. Sep 19;;N
EL.EN. SPA;MTAA;Borsa Italiana;IT0005188336;ELNm;EUR;IT;EQ;2.995.595;200.000;30. Sep 19;;N
EMAK SPA;MTAA;Borsa Italiana;IT0001237053;EMm;EUR;IT;EQ;338.202;60.000;30. Sep 19;;N
ENAV SPA;MTAA;Borsa Italiana;IT0005176406;ENAVm;EUR;IT;EQ;4.638.123;200.000;30. Sep 19;;N
ENEL SPA;MTAA;Borsa Italiana;IT0003128367;ENELm;EUR;IT;EQ;314.317.445;650.000;30. Sep 19;;N
